Position Drafted,Team,Draft Year,Team PF,Team Yds,Team Ply,Team Y/P,Team TO,Team FL,Team 1stD,Team Cmp,Team Att,Team Yds,Team TD,Team Int,Team NY/A,Team 1stD,Team Att,Team Yds,Team TD,Team Y/A,Team 1stD,Team Pen,Team Yds,Team 1stPy,Team #Dr,Team Sc%,Team TO%,Team Start,Team Time,Team Plays,Team Yds,Team Pts,Opp. PF,Opp. Yds,Opp. Ply,Opp. Y/P,Opp. TO,Opp. FL,Opp. 1stD,Opp. Cmp,Opp. Att,Opp. Yds,Opp. TD,Opp. Int,Opp. NY/A,Opp. 1stD,Opp. Att,Opp. Yds,Opp. TD,Opp. Y/A,Opp. 1stD,Opp. Pen,Opp. Yds,Opp. 1stPy,Opp. #Dr,Opp. Sc%,Opp. TO%,Opp. Start,Opp. Time,Opp. Plays,Opp. Yds,Opp. Pts,Off. Rank PF,Off. Rank Yds,Off. Rank Ply,Off. Rank Y/P,Off. Rank TO,Off. Rank FL,Off. Rank 1stD,Off. Rank Cmp,Off. Rank Att,Off. Rank Yds,Off. Rank TD,Off. Rank Int,Off. Rank NY/A,Off. Rank 1stD,Off. Rank Att,Off. Rank Yds,Off. Rank TD,Off. Rank Y/A,Off. Rank 1stD,Off. Rank Pen,Off. Rank Yds,Off. Rank 1stPy,Off. Rank #Dr,Off. Rank Sc%,Off. Rank TO%,Off. Rank Start,Off. Rank Time,Off. Rank Plays,Off. Rank Yds,Off. Rank Pts,Def. Rank PF,Def. Rank Yds,Def. Rank Ply,Def. Rank Y/P,Def. Rank TO,Def. Rank FL,Def. Rank 1stD,Def. Rank Cmp,Def. Rank Att,Def. Rank Yds,Def. Rank TD,Def. Rank Int,Def. Rank NY/A,Def. Rank 1stD,Def. Rank Att,Def. Rank Yds,Def. Rank TD,Def. Rank Y/A,Def. Rank 1stD,Def. Rank Pen,Def. Rank Yds,Def. Rank 1stPy,Def. Rank #Dr,Def. Rank Sc%,Def. Rank TO%,Def. Rank Start,Def. Rank Time,Def. Rank Plays,Def. Rank Yds,Def. Rank Pts
WR,Eagles,2015,474,6348,1127,5.6,36,15,356,384,621,4356,27,21,6.7,218,474,1992,16,4.2,109,115,995,29,203,36.9,17.2,Own 30.0,2:06,5.73,31.1,1.96,400,6009,1113,5.4,28,16,338,345,591,4238,30,12,6.6,211,473,1771,14,3.7,88,121,1089,39,212,31.1,12.7,Own 26.4,2:31,5.4,28.2,1.76,3,5,,,32,31,7,,5,6,12,32,11,,7,9,5,15,,,,,,12,1,6,32,18,12,12,22,28,,,6,1,26,,27,31,28,21,20,,28,15,21,5,,,,,,25,17,10,8,4,7,14
 T,Bengals,2015,365,5568,1018,5.5,26,9,313,323,503,3421,20,17,6.5,164,492,2147,19,4.4,122,102,812,27,191,34.0,13.1,Own 30.3,2:33,5.50,29.1,1.84,344,5749,1067,5.4,26,6,337,365,608,3888,18,20,6.2,197,439,1861,16,4.2,105,105,876,35,184,32.6,13.6,Own 26.2,2:39,6.0,31.1,1.72,15,15,,,21,13,18,,25,21,22,24,15,,5,6,2,12,,,,,,16,10,4,21,24,20,16,12,22,,,10,27,25,,30,20,3,3,13,,21,20,27,18,,,,,,18,10,9,18,28,22,12
LB,Steelers,2015,436,6577,1068,6.2,21,11,379,411,612,4825,33,10,7.5,243,423,1752,10,4.1,98,103,834,38,174,41.4,11.5,Own 25.7,2:59,6.32,37.5,2.23,368,5654,944,6.0,21,10,314,350,543,4049,30,11,7.0,193,368,1605,9,4.4,88,97,835,33,174,39.7,11.5,Own 27.5,2:32,5.6,32.4,2.09,7,2,,,10,19,2,,6,2,6,5,2,,15,16,21,16,,,,,,4,19,28,1,2,2,6,18,18,,,23,16,16,,11,27,28,25,29,,3,6,8,25,,,,,,5,23,14,9,14,29,25
DE,Broncos,2015,482,6446,1067,6.0,20,5,360,399,607,4661,40,15,7.5,227,443,1785,15,4.0,98,120,1045,35,198,39.9,9.6,Own 28.9,2:29,5.54,32.6,2.31,354,4883,1031,4.7,25,7,311,399,641,3607,29,18,5.3,219,349,1276,9,3.7,60,103,816,32,195,31.3,11.8,Own 28.3,2:26,5.4,24.9,1.72,2,4,,,6,3,6,,9,4,2,16,4,,12,15,9,20,,,,,,6,26,9,24,23,7,4,16,3,,,14,23,14,,32,9,25,7,1,,1,2,8,4,,,,,,24,21,22,4,5,1,13
 T,Cardinals,2015,310,5116,993,5.2,17,5,302,320,568,3808,21,12,6.4,191,397,1308,6,3.3,67,91,707,44,181,30.9,9.4,Own 26.9,2:38,5.67,28.3,1.52,299,5891,1010,5.8,25,7,300,365,579,4152,22,18,6.8,195,396,1739,9,4.4,77,130,1192,28,188,29.8,12.8,Own 26.0,2:34,5.5,31.3,1.55,24,24,,,4,3,23,,15,14,20,8,18,,24,31,29,32,,,,,,23,28,21,15,20,23,27,5,24,,,14,23,2,,25,29,6,7,23,,8,13,8,26,,,,,,27,16,6,10,11,25,5
LB,Panthers,2015,339,5547,1060,5.2,23,11,347,327,545,3511,23,12,6.0,199,473,2036,10,4.3,117,83,756,31,178,34.8,11.8,Own 27.7,2:54,6.15,31.0,1.79,374,5437,999,5.4,26,12,309,364,562,3645,25,14,6.1,193,397,1792,14,4.5,91,97,760,25,179,34.1,14.0,Own 27.6,2:34,5.7,30.3,1.89,19,16,,,13,19,9,,19,19,15,8,22,,8,7,21,13,,,,,,14,17,18,4,3,13,17,21,10,,,10,6,9,,20,11,15,14,10,,9,16,21,27,,,,,,14,8,17,10,17,17,21
WR,Ravens,2015,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,182,39.6,9.9,Own 28.7,2:36,5.80,32.0,2.13,302,5391,1034,5.2,22,11,311,382,595,3979,22,11,6.2,205,390,1412,8,3.6,75,110,1007,31,180,33.3,11.7,Own 27.3,2:42,5.9,29.8,1.67,8,12,,,6,9,10,,17,13,12,8,12,,11,8,5,7,,,,,,7,25,11,18,14,9,8,6,8,,,22,10,14,,29,23,6,25,12,,5,4,5,3,,,,,,16,22,13,22,25,13,9
DB,Cowboys,2015,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,179,43.6,12.8,Own 28.9,2:56,5.83,34.1,2.49,352,5681,978,5.8,31,13,315,371,558,4031,22,18,6.9,195,392,1650,18,4.2,86,104,861,34,179,31.3,16.8,Own 26.9,2:30,5.6,31.7,1.83,5,7,,,20,29,11,,31,16,4,7,3,,3,2,5,3,,,,,,3,11,9,3,13,6,2,15,19,,,2,5,17,,18,26,6,7,27,,6,8,31,17,,,,,,23,1,11,7,13,27,17
 G,Lions,2015,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,179,32.4,9.5,Own 29.9,2:50,6.05,30.4,1.71,282,4815,984,4.9,27,7,310,383,592,3706,23,20,5.8,209,350,1109,8,3.2,59,99,849,42,182,26.9,14.3,Own 26.1,2:29,5.5,26.3,1.49,22,19,,,6,9,20,,11,12,17,8,19,,25,28,17,29,,,,,,20,27,7,8,7,15,18,3,2,,,8,23,12,,28,13,11,3,6,,2,1,5,1,,,,,,30,5,7,6,10,4,4
WR,Colts,2015,458,6506,1105,5.9,31,15,371,410,661,4894,42,16,7.1,251,415,1612,9,3.9,80,105,848,40,205,39.5,14.6,Own 28.7,2:29,5.54,31.6,2.18,369,5483,1007,5.4,26,14,309,320,543,3669,27,12,6.3,175,423,1814,14,4.3,103,101,866,31,199,28.1,12.6,Own 25.5,2:16,5.2,27.5,1.67,6,3,,,29,31,3,,1,1,1,19,5,,17,22,24,25,,,,,,8,6,11,24,22,10,7,19,11,,,10,2,9,,11,12,20,21,17,,16,18,21,23,,,,,,29,18,1,1,1,5,10
DB,Packers,2015,486,6178,1001,6.2,13,7,356,349,536,4261,38,6,7.5,222,435,1917,14,4.4,104,92,775,30,169,46.7,7.1,Own 28.5,2:53,6.12,36.5,2.63,348,5542,1054,5.3,27,9,339,333,564,3623,26,18,6.0,196,449,1919,11,4.3,116,104,945,27,175,33.1,14.9,Own 27.5,2:42,6.2,31.6,1.84,1,6,,,1,6,7,,20,8,3,1,1,,14,11,11,10,,,,,,1,31,13,5,5,3,1,13,15,,,8,18,27,,22,10,17,7,8,,23,23,14,20,,,,,,17,4,14,22,30,26,18
LB,Saints,2015,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,174,39.1,16.7,Own 25.5,2:49,6.42,37.7,2.30,424,6144,1022,6.0,17,5,345,341,546,4019,26,12,6.9,205,442,2125,17,4.8,111,105,889,29,171,43.3,9.9,Own 26.1,2:51,6.2,35.8,2.30,9,1,,,28,25,1,,2,3,6,24,6,,19,13,5,9,,,,,,9,3,30,9,1,1,5,28,31,,,28,30,28,,15,25,17,21,28,,22,29,28,31,,,,,,2,25,7,30,31,31,31
DT,Patriots,2015,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,181,45.3,7.2,Own 30.6,2:37,6.13,32.3,2.40,313,5506,1033,5.3,25,9,329,342,574,3837,24,16,6.2,196,419,1669,6,4.0,88,92,752,45,182,32.4,13.2,Own 25.5,2:40,5.9,30.2,1.63,4,11,,,1,2,4,,7,9,5,4,17,,13,18,12,22,,,,,,2,30,2,16,4,8,3,8,13,,,14,18,22,,24,17,12,12,16,,12,9,2,9,,,,,,20,12,1,20,21,15,8
DE,Texans,2014,276,5556,1089,5.1,31,9,307,371,633,3813,19,22,5.6,198,414,1743,7,4.2,90,112,1138,19,201,25.9,14.9,Own 25.8,2:30,5.59,27.6,1.29,428,5081,970,5.2,11,4,282,287,484,3123,29,7,6.1,158,454,1958,11,4.3,88,103,809,36,194,36.1,5.7,Own 28.9,2:26,5.2,26.1,1.91,31,11,,,26,9,20,,6,15,25,28,25,,22,20,28,15,,,,,,30,6,31,18,14,21,31,24,7,,,32,31,3,,1,3,21,32,13,,24,23,11,22,,,,,,11,32,22,10,3,5,22
 T,Rams,2014,348,4877,968,5.0,21,10,282,301,506,3125,22,11,5.8,165,426,1752,10,4.1,82,123,1009,35,184,31.5,11.4,Own 26.3,2:32,5.41,26.5,1.64,364,5520,1014,5.4,29,15,337,355,521,3874,21,14,6.7,203,440,1646,18,3.7,87,105,978,47,184,31.0,14.7,Own 26.8,2:41,5.6,30.0,1.78,21,30,,,10,16,26,,28,27,20,7,22,,17,19,23,18,,,,,,21,19,28,13,19,25,21,13,15,,,10,1,25,,6,19,7,20,24,,16,9,27,3,,,,,,24,8,9,28,19,21,16
QB,Jaguars,2014,247,4701,1020,4.6,27,6,271,349,592,3441,16,21,5.4,176,378,1260,7,3.3,71,96,797,24,195,23.6,13.8,Own 28.2,2:15,5.36,24.0,1.18,449,6070,1089,5.6,21,10,353,354,551,3962,29,11,6.8,200,507,2108,20,4.2,121,87,729,32,197,38.1,10.7,Own 28.0,2:39,5.7,30.7,2.14,32,31,,,19,2,31,,11,22,30,27,31,,28,31,28,31,,,,,,32,11,12,30,27,29,32,28,27,,,24,15,28,,14,25,21,26,26,,32,29,29,19,,,,,,7,23,16,24,22,23,25
WR,Bills,2014,339,5410,1116,4.8,27,12,301,299,522,3103,16,15,5.4,149,546,2307,15,4.2,113,110,954,39,214,29.9,12.1,Own 26.8,2:09,5.38,25.2,1.48,388,5334,1089,4.9,30,7,308,310,561,3271,28,23,5.3,170,471,2063,10,4.4,98,108,931,40,214,32.2,14.0,Own 31.2,2:23,5.3,24.7,1.68,22,19,,,19,27,22,,24,28,30,16,29,,1,2,10,14,,,,,,23,17,24,31,22,28,25,20,10,,,6,25,12,,16,4,20,2,3,,28,28,8,23,,,,,,20,9,30,7,5,2,12
LB,Raiders,2014,322,5340,1000,5.3,31,11,275,298,519,3340,17,20,5.9,168,437,2000,16,4.6,90,116,912,17,194,27.8,14.9,Own 26.5,2:28,5.31,27.4,1.52,453,5819,1029,5.7,22,13,330,374,549,4092,33,9,7.0,202,442,1727,15,3.9,100,87,686,28,189,38.6,9.5,Own 30.6,2:33,5.6,30.8,2.17,24,23,,,26,25,30,,25,24,29,24,18,,16,12,7,6,,,,,,26,5,26,21,30,23,23,29,22,,,21,3,23,,13,28,30,31,28,,18,13,23,11,,,,,,6,29,26,18,13,24,27
 T,Falcons,2014,353,5490,1024,5.4,28,11,330,445,659,4243,26,17,6.0,227,321,1247,11,3.9,64,91,788,39,179,34.1,14.5,Own 26.2,2:43,5.87,30.7,1.85,443,6070,1003,6.1,21,11,326,341,516,3897,31,10,7.1,196,455,2173,14,4.8,102,104,885,28,175,45.1,11.4,Own 27.7,2:44,5.9,34.7,2.38,20,14,,,21,25,9,,3,7,11,19,17,,32,32,21,24,,,,,,16,10,29,5,5,8,17,27,27,,,24,11,16,,5,21,29,29,32,,26,31,18,31,,,,,,1,21,15,31,29,29,32
WR,Buccaneers,2014,288,4432,981,4.5,21,9,269,291,514,2820,22,12,5.0,157,420,1612,6,3.8,75,121,1136,37,188,27.1,9.6,Own 26.8,2:31,5.37,23.4,1.41,389,5568,1020,5.5,31,10,324,352,547,3806,30,21,6.5,190,438,1762,10,4.0,95,105,1012,39,187,38.0,15.0,Own 30.7,2:38,5.6,29.8,1.99,30,32,,,10,9,32,,26,32,20,10,32,,21,22,31,25,,,,,,28,25,24,16,24,32,27,21,17,,,3,15,15,,11,17,27,3,21,,15,15,8,16,,,,,,8,7,28,22,18,20,24
DB,Browns,2014,308,5423,1078,5.0,29,9,301,379,681,4040,26,20,5.5,200,348,1383,4,4.0,77,104,920,24,195,26.2,13.8,Own 26.4,2:21,5.66,27.8,1.40,406,5319,1107,4.8,21,7,328,363,605,3538,29,14,5.5,197,462,1781,13,3.9,103,95,745,28,203,34.0,9.9,Own 31.0,2:28,5.6,26.1,1.85,27,18,,,22,9,22,,1,11,11,24,27,,30,27,32,23,,,,,,29,11,27,26,12,19,28,23,9,,,24,25,20,,26,8,21,20,4,,27,18,17,8,,,,,,16,27,29,12,16,6,20
LB,Vikings,2014,391,5508,1013,5.4,32,13,309,325,546,3427,18,19,5.8,173,423,2081,23,4.9,106,70,695,30,195,34.4,14.9,Own 28.1,2:20,5.35,28.3,1.87,480,6362,1132,5.6,20,8,368,419,648,4595,37,12,6.7,247,443,1767,14,4.0,101,100,1003,20,197,39.6,9.1,Own 29.8,2:42,5.9,32.2,2.22,14,13,,,29,28,19,,20,23,27,20,21,,18,8,1,2,,,,,,14,8,14,28,28,18,14,32,31,,,27,23,30,,31,31,32,24,23,,19,16,18,13,,,,,,4,30,24,29,26,27,29
TE,Lions,2014,395,6274,1102,5.7,34,15,350,371,634,4482,29,19,6.8,221,445,1792,15,4.0,106,110,925,23,196,32.1,17.3,Own 27.1,2:38,5.74,31.8,1.86,376,5546,982,5.6,22,7,290,338,572,3950,24,15,6.5,197,377,1596,10,4.2,62,87,681,31,199,35.7,11.1,Own 28.0,2:16,5.1,27.7,1.75,13,6,,,30,29,7,,5,3,8,20,8,,14,17,10,22,,,,,,19,2,21,8,9,7,15,15,16,,,21,25,8,,19,23,13,17,20,,4,6,8,20,,,,,,13,22,16,1,2,13,15
 T,Titans,2014,362,5390,1032,5.2,25,9,311,328,533,3496,22,16,6.1,172,462,1894,16,4.1,103,101,900,36,184,34.2,11.4,Own 27.9,2:38,5.77,29.1,1.85,381,5407,1027,5.3,25,12,329,344,545,3612,15,13,6.2,191,446,1795,21,4.0,108,95,779,30,190,35.8,13.2,Own 28.7,2:33,5.6,28.3,1.83,19,22,,,15,9,18,,23,21,20,17,14,,10,14,7,19,,,,,,15,19,16,8,8,16,16,16,14,,,18,5,21,,10,11,1,22,15,,22,20,30,17,,,,,,12,14,20,18,15,15,19
WR,Giants,2014,294,4920,988,5.0,44,15,280,325,567,3588,18,29,5.9,176,381,1332,11,3.5,77,91,786,27,204,25.5,20.1,Own 27.1,2:18,4.97,23.9,1.33,383,5316,1089,4.9,29,12,327,361,601,3573,21,17,5.6,198,454,1743,12,3.8,101,105,904,28,200,31.0,13.0,Own 31.2,2:30,5.6,26.5,1.59,28,28,,,32,29,27,,19,19,27,32,19,,27,29,21,30,,,,,,31,1,21,29,32,30,30,18,8,,,10,5,17,,25,10,7,12,8,,24,14,15,6,,,,,,23,17,30,14,14,9,8
DT,Rams,2014,348,4877,968,5.0,21,10,282,301,506,3125,22,11,5.8,165,426,1752,10,4.1,82,123,1009,35,184,31.5,11.4,Own 26.3,2:32,5.41,26.5,1.64,364,5520,1014,5.4,29,15,337,355,521,3874,21,14,6.7,203,440,1646,18,3.7,87,105,978,47,184,31.0,14.7,Own 26.8,2:41,5.6,30.0,1.78,21,30,,,10,16,26,,28,27,20,7,22,,17,19,23,18,,,,,,21,19,28,13,19,25,21,13,15,,,10,1,25,,6,19,7,20,24,,16,9,27,3,,,,,,24,8,9,28,19,21,16
DB,Bears,2014,445,6109,1013,6.0,23,10,344,373,579,4281,32,13,7.0,215,404,1828,13,4.5,102,85,708,27,182,39.0,12.1,Own 28.5,2:44,5.73,33.5,2.16,478,6313,1021,6.2,28,9,353,315,507,3730,25,19,6.9,184,483,2583,22,5.3,147,69,647,22,178,42.7,15.2,Own 27.2,2:43,5.9,35.5,2.36,2,8,,,13,16,8,,16,5,5,13,5,,24,16,17,7,,,,,,8,18,10,4,10,5,5,30,30,,,13,21,28,,2,15,14,8,27,,30,32,31,32,,,,,,2,6,13,30,27,32,31
LB,Steelers,2014,379,5400,1023,5.3,24,10,312,377,586,4017,28,14,6.4,207,394,1383,9,3.5,81,80,677,24,189,35.4,12.7,Own 29.8,2:37,5.58,28.6,1.85,370,5395,1036,5.2,20,10,303,329,569,3546,21,10,5.9,174,433,1849,18,4.3,106,92,798,23,190,35.3,10.5,Own 30.5,2:27,5.6,28.4,1.88,16,20,,,14,16,17,,13,12,9,15,12,,25,27,25,29,,,,,,13,15,5,10,15,17,18,14,13,,,27,15,10,,18,9,7,29,10,,13,21,27,21,,,,,,15,24,25,11,17,16,21
 T,Cowboys,2014,439,5458,957,5.7,20,8,325,375,586,3954,33,12,6.4,213,336,1504,12,4.5,80,102,867,32,183,39.9,9.8,Own 29.7,2:32,5.39,29.7,2.18,432,6645,1094,6.1,28,13,388,403,623,4589,33,15,7.0,231,437,2056,17,4.7,122,112,875,35,189,39.7,13.8,Own 27.1,2:37,5.9,35.1,2.25,5,16,,,8,8,13,,13,14,3,10,13,,31,24,18,8,,,,,,7,24,6,13,20,11,4,26,32,,,13,3,32,,29,30,30,17,29,,14,27,26,30,,,,,,3,10,11,20,30,30,30
LB,Ravens,2014,320,4918,1090,4.5,29,6,295,363,619,3590,19,23,5.4,189,423,1328,7,3.1,68,112,942,38,207,30.9,13.5,Own 29.1,2:21,5.46,23.7,1.43,352,5368,1032,5.2,24,8,284,314,552,3681,25,16,6.2,176,440,1687,7,3.8,79,126,1196,29,204,31.4,10.3,Own 28.3,2:24,5.2,26.3,1.57,25,29,,,22,2,24,,8,18,25,31,30,,18,30,28,32,,,,,,22,13,8,26,18,31,26,12,12,,,19,23,6,,15,12,14,15,16,,16,11,5,5,,,,,,22,26,19,8,4,7,7
DB,Jets,2014,290,5090,1020,5.0,29,7,280,266,480,2932,13,22,5.6,154,493,2158,12,4.4,105,108,837,21,196,29.6,14.8,Own 26.0,2:28,5.39,25.8,1.40,387,5359,1048,5.1,15,2,293,345,586,3947,26,13,6.3,198,421,1412,9,3.4,68,92,833,27,192,35.4,7.3,Own 30.6,2:32,5.7,28.0,1.79,29,25,,,22,5,27,,29,31,32,28,26,,5,6,18,10,,,,,,25,9,30,21,21,26,29,19,11,,,31,32,9,,22,22,19,22,18,,9,3,6,1,,,,,,14,31,26,15,20,14,17
 T,Dolphins,2014,317,5007,1001,5.0,26,7,278,357,594,3567,24,19,5.5,205,349,1440,8,4.1,61,70,598,12,194,29.9,13.4,Own 27.9,2:22,5.34,25.6,1.56,335,5750,1106,5.2,24,6,327,344,580,3752,17,18,6.0,192,484,1998,14,4.1,114,95,748,21,194,33.5,11.9,Own 26.8,2:37,5.9,29.6,1.64,26,27,,,17,5,29,,10,20,15,20,28,,29,26,27,17,,,,,,24,14,16,25,29,27,22,8,21,,,19,29,17,,20,16,3,10,12,,31,24,18,18,,,,,,17,20,9,20,28,19,11
WR,Saints,2014,414,6391,1079,5.9,19,7,359,446,651,4918,39,12,7.1,244,391,1473,10,3.8,87,95,817,28,181,40.3,8.3,Own 27.8,2:53,6.14,35.3,2.29,304,4891,943,5.2,19,7,274,304,507,3105,20,12,5.6,168,387,1786,11,4.6,82,91,750,24,181,30.4,10.5,Own 26.5,2:25,5.4,27.0,1.60,10,4,,,4,5,4,,4,2,2,10,4,,26,25,23,26,,,,,,6,31,19,3,2,3,3,4,4,,,29,25,1,,2,2,6,24,7,,6,19,11,28,,,,,,25,25,8,9,8,11,9
DB,Packers,2014,417,6404,1074,6.0,25,9,351,366,570,4268,25,16,6.9,201,459,2136,17,4.7,119,86,801,31,186,40.9,12.4,Own 28.2,2:39,5.97,34.5,2.15,428,5956,1015,5.9,22,11,330,332,539,3956,30,11,6.8,190,432,2000,16,4.6,116,99,883,24,180,38.9,12.2,Own 28.7,2:40,5.8,33.1,2.19,8,3,,,15,9,6,,18,6,13,17,7,,12,7,5,4,,,,,,3,16,12,7,4,4,6,24,25,,,21,11,23,,9,24,27,26,25,,12,25,25,29,,,,,,5,19,20,27,24,28,28
QB,Browns,2014,308,5423,1078,5.0,29,9,301,379,681,4040,26,20,5.5,200,348,1383,4,4.0,77,104,920,24,195,26.2,13.8,Own 26.4,2:21,5.66,27.8,1.40,406,5319,1107,4.8,21,7,328,363,605,3538,29,14,5.5,197,462,1781,13,3.9,103,95,745,28,203,34.0,9.9,Own 31.0,2:28,5.6,26.1,1.85,27,18,,,22,9,22,,1,11,11,24,27,,30,27,32,23,,,,,,29,11,27,26,12,19,28,23,9,,,24,25,20,,26,8,21,20,4,,27,18,17,8,,,,,,16,27,29,12,16,6,20
DE,Chiefs,2014,430,5396,1029,5.2,18,10,323,333,546,3340,24,8,5.7,179,442,2056,17,4.7,110,101,774,34,197,32.0,9.1,Own 33.4,2:31,5.37,27.3,1.79,305,5885,1067,5.5,36,15,303,334,592,3962,25,21,6.2,189,428,1923,9,4.5,88,112,852,26,204,27.5,15.7,Own 23.2,2:19,5.4,28.8,1.49,6,21,,,2,16,14,,20,24,15,1,24,,15,10,5,5,,,,,,20,28,1,16,25,24,19,5,24,,,2,1,10,,24,25,14,3,14,,11,22,6,26,,,,,,29,3,1,3,9,18,5
DB,Bengals,2014,430,5891,1097,5.4,30,10,330,364,587,4136,33,20,6.7,205,481,1755,14,3.6,101,102,1000,24,201,32.3,14.9,Own 26.9,2:37,5.57,29.2,1.91,305,4888,1042,4.7,31,11,282,362,614,3344,22,20,5.1,178,385,1544,6,4.0,72,69,692,32,197,27.4,15.2,Own 29.5,2:20,5.4,24.8,1.39,6,10,,,25,16,9,,12,8,3,24,9,,8,18,13,28,,,,,,18,6,23,10,16,14,13,5,3,,,3,11,3,,28,5,11,5,2,,5,5,4,15,,,,,,30,5,23,4,10,3,3
DB,Chargers,2014,396,6293,1060,5.9,21,10,373,378,544,4328,32,11,7.5,230,486,1965,9,4.0,104,95,765,39,167,44.9,11.4,Own 27.3,3:13,6.57,37.7,2.33,348,5864,959,6.1,17,6,327,364,548,4139,23,11,7.1,208,376,1725,14,4.6,98,100,850,21,166,36.1,9.6,Own 23.8,2:39,6.0,35.2,1.98,12,5,,,10,16,3,,22,4,5,7,2,,6,13,25,21,,,,,,2,21,20,1,1,1,2,11,23,,,30,29,17,,12,29,12,26,31,,3,12,18,27,,,,,,10,28,2,24,31,31,23
DE,Eagles,2014,442,6676,1054,6.3,19,10,355,310,508,4110,32,9,7.4,197,500,2566,19,5.1,133,95,846,25,201,36.8,9.0,Own 27.9,2:06,5.38,33.1,2.12,382,6304,1150,5.5,31,12,368,408,670,4636,25,19,6.6,239,443,1668,12,3.8,100,106,855,29,196,32.7,15.3,Own 27.1,2:44,6.0,31.8,1.73,4,2,,,4,16,5,,27,9,5,3,3,,4,1,2,1,,,,,,11,30,16,32,23,6,8,17,29,,,3,5,30,,32,32,14,8,22,,19,10,15,4,,,,,,18,4,11,31,32,26,14
DB,Cardinals,2014,379,5542,1037,5.3,31,9,329,363,574,4002,24,22,6.5,205,422,1540,12,3.6,84,96,744,40,200,33.0,15.5,Own 28.9,2:29,5.37,27.7,1.71,324,5079,1042,4.9,30,10,309,367,625,3728,29,20,5.5,208,370,1351,5,3.7,68,111,960,33,204,28.9,13.7,Own 28.0,2:18,5.3,24.9,1.53,16,12,,,26,9,11,,17,13,15,28,11,,20,23,18,27,,,,,,17,4,9,19,26,20,20,7,6,,,6,15,13,,30,14,21,5,6,,2,1,3,2,,,,,,27,11,16,2,6,4,6
WR,Panthers,2014,366,5069,999,5.1,19,6,319,292,473,3043,24,13,5.9,169,483,2026,14,4.2,122,80,671,28,170,36.5,9.4,Own 29.4,3:00,6.04,29.8,1.99,241,4820,975,4.9,30,10,278,375,563,3429,17,20,5.5,178,352,1391,4,4.0,70,84,753,30,178,28.7,16.3,Own 24.9,2:32,5.7,26.9,1.33,18,26,,,4,2,15,,30,29,15,13,20,,7,11,13,16,,,,,,12,26,7,2,3,10,10,2,2,,,6,15,2,,17,6,3,5,5,,1,2,1,12,,,,,,28,2,4,15,21,10,2
DT,Patriots,2014,444,6152,1138,5.4,20,9,378,380,628,4087,25,11,6.1,225,470,2065,19,4.4,110,69,625,43,201,40.8,10.0,Own 30.0,2:25,5.87,30.6,2.10,338,5969,1118,5.3,29,12,338,336,589,3824,25,17,6.0,208,481,2145,11,4.5,110,110,951,20,196,29.6,13.3,Own 24.1,2:32,5.8,30.3,1.62,3,7,,,8,9,2,,7,10,13,7,15,,9,9,2,9,,,,,,4,23,4,23,6,9,9,10,26,,,10,5,26,,23,18,14,12,11,,29,30,11,24,,,,,,26,13,3,15,25,22,10
DB,49ers,2014,406,5180,961,5.4,18,10,286,244,417,2979,21,8,6.5,148,505,2201,18,4.4,115,103,845,23,188,37.8,9.0,Own 31.6,2:36,5.30,27.5,1.96,272,5071,1020,5.0,30,12,284,345,585,3536,19,18,5.7,181,397,1535,11,3.9,77,96,878,26,191,26.2,13.1,Own 25.3,2:28,5.5,26.5,1.41,11,24,,,2,16,25,,32,30,23,1,10,,3,3,4,11,,,,,,10,29,2,12,31,22,12,3,5,,,6,5,6,,21,7,5,10,9,,7,4,11,9,,,,,,31,15,5,12,11,8,4
DB,Broncos,2014,606,7317,1156,6.3,26,16,435,461,675,5444,55,10,7.8,293,461,1873,16,4.1,107,117,1000,35,202,47.5,10.4,Own 28.3,2:25,5.85,36.2,2.83,399,5696,1074,5.3,26,9,339,357,613,4070,29,17,6.2,208,420,1626,15,3.9,90,97,807,41,206,32.5,12.6,Own 27.5,2:21,5.3,27.5,1.83,1,1,,,17,32,1,,2,1,1,5,1,,11,15,7,20,,,,,,1,22,11,23,7,2,1,22,19,,,16,21,27,,27,27,21,12,17,,8,7,23,10,,,,,,19,18,14,5,7,12,18
QB,Vikings,2014,391,5508,1013,5.4,32,13,309,325,546,3427,18,19,5.8,173,423,2081,23,4.9,106,70,695,30,195,34.4,14.9,Own 28.1,2:20,5.35,28.3,1.87,480,6362,1132,5.6,20,8,368,419,648,4595,37,12,6.7,247,443,1767,14,4.0,101,100,1003,20,197,39.6,9.1,Own 29.8,2:42,5.9,32.2,2.22,14,13,,,29,28,19,,20,23,27,20,21,,18,8,1,2,,,,,,14,8,14,28,28,18,14,32,31,,,27,23,30,,31,31,32,24,23,,19,16,18,13,,,,,,4,30,24,29,26,27,29
